date,wbe,fieldworker,type,xlambert,ylambert,year
2022-01-22,121,192,Group,74681.12153419635,186760.39858001095,2022
2022-01-24,122,118,Couple,71253.18003287788,191983.94477838464,2022
2022-03-14,229,14,Single,99308.09480506676,203168.9029076537,2022
2022-01-24,229,264,Couple,101707.80137848613,200029.8303862568,2022
2022-01-20,130,412,Single,62259.36993452108,214823.11730283775,2022
2022-03-06,105,149,Sound,63179.02365550463,194826.43869559933,2022
2022-03-20,102,126,Couple,38962.22776451106,159163.94934074394,2022
2022-02-18,121,367,Sound,82536.87327302378,185459.6289157048,2022
2022-03-20,110,464,Sound,75814.2827615709,205879.48358982988,2022
2022-03-02,103,91,Couple,28536.928486582052,190051.3767967597,2022
2022-03-17,240,388,Couple,95508.04773064256,165998.6088137366,2022
2022-01-16,213,371,Couple,110802.68324324858,162131.2918214528,2022
2022-01-27,531,47,Group,135543.54165625616,158329.99474456254,2022
2022-02-04,121,455,Couple,71380.00017745819,186237.53364302684,2022
2022-03-11,102,212,Group,40305.12178191119,167351.26717951428,2022
2022-03-26,121,382,Couple,76839.22668057516,182070.7245446248,2022
2022-03-08,116,475,Single,62117.2891108527,178841.85845250823,2022
2022-03-17,109,425,Couple,36863.56369528701,175124.54653184488,2022
2022-02-23,312,481,Single,160169.73163308238,240038.25009672623,2022
2022-02-09,213,67,Couple,119116.88822908093,167928.42333181016,2022
2022-01-25,125,354,Single,78942.75482017189,165169.5359636331,2022
2022-02-14,114,508,Sound,47824.09492350879,199392.8980542496,2022
2022-01-17,122,417,Group,73132.72411079743,191828.95542917773,2022
2022-03-21,118,164,Group,47799.530390014,180397.58657539356,2022
2022-02-04,122,24,Sound,66655.63612124976,186757.229060472,2022
2022-02-14,130,412,Sound,62926.16935264344,215883.5661206646,2022
2022-02-02,216,548,Sound,118646.85949485542,203894.51098387505,2022
2022-02-14,235,284,Couple,107762.44004173415,209895.68246923853,2022
2022-01-19,213,495,Single,123649.20700692218,166441.3895711722,2022
2022-03-12,110,3,Single,74859.74017484822,194753.92673263792,2022
2022-03-04,128,268,Couple,51629.03007505383,208182.18367726545,2022
2022-03-04,505,392,Couple,195335.1791893553,180433.87193480972,2022
2022-02-18,122,134,Sound,78974.16542669285,191920.01277123857,2022
2022-03-24,108,23,Sound,72940.30781129711,176133.45536306407,2022
2022-02-25,118,470,Couple,54001.988868092725,175320.70278681628,2022
2022-02-10,108,247,Couple,68214.84150268925,168900.57274706103,2022
2022-02-20,505,117,Sound,187084.25859338112,177064.45803443156,2022
2022-02-02,109,379,Sound,30029.213177074373,174997.9170635026,2022
2022-03-29,117,292,Single,55615.55011719011,190285.97164906096,2022
2022-03-05,130,276,Couple,63540.483323784254,215932.3255159771,2022
2022-03-19,103,54,Single,36523.172740560025,180601.8040151326,2022
2022-03-25,122,322,Group,64052.65491634223,189315.5931860162,2022
2022-03-27,107,275,Sound,65668.36480858165,164184.86834673584,2022
2022-02-19,121,382,Sound,77383.2268785534,180627.967869428,2022
2022-03-12,122,81,Group,69263.4140383599,186614.84739871696,2022
2022-03-07,202,95,Group,91646.80790289148,211129.5180566078,2022
2022-01-17,121,195,Single,79401.66048400891,188201.8455015784,2022
2022-02-22,240,111,Couple,102959.3823178592,173687.025180866,2022
2022-02-27,105,157,Sound,60166.95621415239,194185.76141068529,2022
2022-02-04,115,227,Single,83708.24304206081,163773.19330767076,2022
2022-01-24,531,156,Single,129204.05415318458,160808.27346734516,2022
2022-01-17,227,176,Sound,95684.73331707038,206352.1412127912,2022
2022-02-14,308,403,Couple,178287.96732644833,238459.47522336245,2022
2022-03-22,121,267,Single,84280.22845475817,184889.5445648795,2022
2022-02-15,240,125,Couple,102637.57503488717,164150.3455419438,2022
2022-02-19,118,185,Sound,54910.47150621904,174704.4480404565,2022
2022-01-20,110,74,Sound,80558.69397425714,210058.85971084144,2022
2022-03-13,227,550,Sound,94487.47500365422,199611.9580088388,2022
2022-01-26,326,547,Group,174470.95451000932,235262.43074651156,2022
2022-01-18,110,59,Group,74478.3516940337,194271.68207914196,2022
2022-03-27,118,97,Sound,41197.90039248187,178720.2553058928,2022
2022-03-29,216,5,Single,115904.88498104566,202637.08271462657,2022
2022-01-29,110,280,Couple,83604.8151450614,205902.8657678226,2022
2022-02-01,207,468,Couple,112900.5727574216,194602.00082114805,2022
2022-02-26,120,549,Sound,40734.96562061799,174406.09249938093,2022
2022-02-25,507,524,Group,140687.02852788748,188855.1855047578,2022
2022-03-21,122,433,Group,66585.44879114375,192851.80606933404,2022
2022-02-08,108,484,Group,70483.67924753155,172770.2293681996,2022
2022-02-03,128,295,Single,48394.01108223242,209214.84971927945,2022
2022-03-08,121,170,Single,82608.41309528211,188525.98884249103,2022
2022-01-21,116,244,Sound,64165.34658032584,169591.06729949825,2022
2022-03-11,114,441,Single,49225.9303636914,204931.4028042499,2022
2022-02-20,249,453,Sound,109750.6653574461,161148.82550999895,2022
2022-03-21,130,1,Sound,53979.72193540269,214801.62553578988,2022
2022-03-26,113,333,Sound,58630.24704824925,186931.0404802356,2022
2022-01-22,109,346,Couple,28666.916177300896,173432.18090950418,2022
2022-02-12,113,6,Group,56811.71811568376,183682.39471886863,2022
2022-01-15,239,88,Sound,94230.08059193158,178379.98665391468,2022
2022-02-28,114,441,Single,49146.96862252405,205226.21039401088,2022
2022-01-15,221,274,Group,98568.40060387668,215907.71354267932,2022
2022-01-17,102,143,Couple,44483.01224035917,167481.2293577874,2022
2022-03-16,118,228,Group,46566.31564025409,177302.9859930687,2022
2022-01-23,207,242,Single,118528.3615767862,196941.74105529953,2022
2022-03-31,105,149,Single,63279.434209226165,194186.8082179036,2022
2022-02-08,113,431,Couple,54588.95612809829,181870.63724658825,2022
2022-02-15,103,57,Group,28886.233243575072,183931.25099281035,2022
2022-02-24,121,267,Single,83953.40535091092,184375.0455654757,2022
2022-03-30,121,411,Group,84627.93663615189,187798.68284711428,2022
2022-03-08,240,456,Single,87094.07463309512,162128.6468897015,2022
2022-01-18,115,114,Single,85994.66186300486,168584.30873338785,2022
2022-03-17,253,283,Group,105912.66982839274,166579.3896225365,2022
2022-03-12,130,487,Group,60190.07305542282,211866.3871503342,2022
2022-03-18,130,487,Group,57714.16444792766,211200.4667250216,2022
2022-02-05,130,1,Group,54709.87992696457,215866.2403698256,2022
2022-03-04,113,84,Group,59515.02118723234,188978.0631101327,2022
2022-03-13,240,238,Group,110737.92834789737,169041.50738433935,2022
2022-02-13,222,377,Single,129212.05759778008,180350.24847594745,2022
2022-02-08,124,224,Sound,59462.82075179492,218677.0058055576,2022
2022-03-22,102,263,Single,44625.14856912078,164470.34665554296,2022
2022-02-21,117,93,Single,46316.09041386592,194593.39194103796,2022
2022-01-31,102,212,Single,36187.844894914786,165250.990660158,2022
2022-01-15,109,379,Group,41598.28596043655,176841.9832299035,2022
2022-02-22,106,337,Group,71453.86733666858,217725.24743421655,2022
2022-01-27,337,539,Group,150783.3838380636,189984.8192555569,2022
2022-02-01,239,445,Single,96798.35588547616,177486.68040937837,2022
2022-02-09,213,194,Single,115899.59400749444,160830.4287978895,2022
2022-02-24,122,258,Couple,64018.10749941479,185994.33391503245,2022
2022-03-18,507,408,Couple,141441.7346548038,193105.7257025838,2022
2022-03-12,109,379,Single,40829.224593608626,178193.65952996258,2022
2022-02-27,108,484,Group,73876.378015687,173639.45134620927,2022
2022-03-11,109,425,Group,31905.749663181166,169843.91326995753,2022
2022-01-15,213,92,Group,111335.13693023304,164214.10208847374,2022
2022-03-17,118,228,Couple,42312.839437616145,175684.02588573657,2022
2022-02-20,121,69,Sound,79507.39712320853,181751.2329963092,2022
2022-01-15,221,274,Group,97900.79986716184,216367.62898922712,2022
2022-02-22,216,103,Couple,121992.1191846272,205173.74192174055,2022
2022-02-18,240,521,Sound,105045.54384426295,165162.57670833915,2022
2022-01-29,254,364,Group,87556.05468599405,205045.46260196625,2022
2022-02-04,102,174,Couple,38016.18909490555,165439.4850779362,2022
2022-02-11,102,243,Single,36411.52184950953,162653.35389510822,2022
2022-03-12,102,237,Group,57084.31609144731,167216.05789344572,2022
2022-02-13,116,220,Group,60293.142743105185,167950.3678686926,2022
2022-02-03,210,178,Sound,111784.6522423654,180148.57405134945,2022
2022-03-12,124,224,Single,60229.38099470099,218938.30756203175,2022
2022-02-20,526,27,Single,135076.33316460135,162019.69752716366,2022
2022-01-22,213,122,Sound,111338.80973563551,168073.50190606248,2022
2022-03-09,102,291,Group,34526.43944290708,166664.2636378901,2022
2022-02-28,122,17,Group,66907.86433136355,183037.55782350432,2022
2022-03-23,113,129,Couple,55748.981320368766,181564.68151084427,2022
2022-01-30,114,508,Group,47819.55107985843,200694.15827833116,2022
2022-03-21,113,349,Single,57259.32710349707,181677.65745135024,2022
2022-03-29,213,310,Group,113394.5171087193,163975.09576423373,2022
2022-02-09,213,44,Group,122840.6744659748,171326.24832449108,2022
2022-01-27,121,78,Group,81428.31499890615,188817.78224620223,2022
2022-02-24,122,81,Single,66055.7204171333,180481.2502933079,2022
2022-01-17,202,515,Single,89974.33058941428,213565.1185455481,2022
2022-02-11,117,407,Group,55694.329885689425,189410.13909126632,2022
2022-03-25,102,535,Couple,49158.64385268657,163431.35511255078,2022
2022-02-13,102,296,Couple,51755.24749784608,169462.70443341043,2022
2022-02-26,110,308,Single,67543.38938418555,198382.0515127778,2022
2022-02-03,128,295,Group,48594.63012782838,208932.5156800244,2022
2022-01-16,102,143,Couple,44464.07114748028,166351.20585565548,2022
2022-02-03,210,178,Sound,112268.9147896331,178781.19285219163,2022
2022-02-17,,288,Couple,63832.36317361782,178620.57304925658,2022
2022-03-17,110,287,Couple,80565.55240660418,206895.4749867525,2022
2022-03-16,126,469,Group,77941.45735218172,219312.81202043872,2022
2022-02-15,118,228,Sound,56083.04821321358,180223.4854460666,2022
2022-03-17,114,508,Couple,46861.39362469698,199129.26187831908,2022
2022-02-11,108,336,Group,75741.0832561539,174798.62529070769,2022
2022-01-16,110,35,Single,65861.84958889571,197930.70995785017,2022
2022-01-17,114,331,Group,42041.400090793395,202781.59027731977,2022
2022-03-29,531,270,Couple,131026.00109811062,157417.84603432938,2022
2022-02-05,130,107,Single,59948.926261402434,210490.515285166,2022
2022-02-14,102,143,Sound,46379.798306936325,162160.0170246316,2022
2022-02-14,102,261,Single,57525.209088721895,166062.79912704322,2022
2022-02-11,337,428,Single,152435.7946401995,191895.02840190008,2022
2022-01-17,122,322,Single,63767.261115514106,190182.4958936954,2022
2022-01-15,507,429,Sound,146123.78081379202,191298.390640012,2022
2022-03-29,122,42,Sound,73600.01574657825,188480.4219993297,2022
2022-03-08,213,58,Single,109765.35206950596,165209.08516725525,2022
2022-02-19,122,148,Single,66113.30956546626,180686.19146292095,2022
2022-03-29,128,489,Group,47578.59192958151,209443.4197531613,2022
2022-01-25,114,508,Single,49341.03544435072,199108.64852807485,2022
2022-02-03,121,411,Couple,86137.849378866,187784.77343675497,2022
2022-01-24,102,213,Single,42129.55111353737,171664.65341493487,2022
2022-02-14,221,394,Sound,101011.5661108232,212420.9365080856,2022
2022-02-05,240,223,Couple,103810.50169070892,170918.26161006093,2022
2022-02-01,213,67,Sound,120035.13621187264,168838.7714604903,2022
2022-03-29,239,542,Group,91924.28267976812,171332.74318017066,2022
2022-02-12,105,46,Sound,59075.62011196095,203157.28997649252,2022
2022-03-20,113,209,Group,52251.62563385973,186924.68992237377,2022
2022-02-18,110,137,Group,82902.86705042663,195417.723510365,2022
2022-01-23,122,161,Sound,69458.49863821069,189294.7267731428,2022
2022-01-19,526,506,Group,135974.39061279228,160192.3276319215,2022
2022-03-24,122,351,Group,66148.98977629817,189851.02736822143,2022
2022-03-12,113,209,Sound,51647.575883017504,187721.75705008768,2022
2022-02-26,108,246,Couple,72232.26886064574,174258.3344534561,2022
2022-03-17,113,53,Group,56882.940703216314,186245.005975388,2022
2022-03-30,122,104,Couple,66671.42016961073,187587.35961932596,2022
2022-02-08,115,114,Sound,86598.93302879672,165747.10013574082,2022
2022-02-07,102,212,Couple,41349.19016775672,166925.33086604066,2022
2022-02-02,223,302,Couple,107348.3951943111,184009.0948301237,2022
2022-03-01,121,305,Group,80955.10786611457,187666.28930488508,2022
2022-02-17,118,77,Single,42241.098314041024,182775.99275964964,2022
2022-03-18,103,91,Sound,30214.046278745125,188237.6934194481,2022
2022-02-15,110,316,Group,78972.17289652678,200525.94572035316,2022
2022-01-23,,460,Group,164959.34594489684,170198.5977407312,2022
2022-01-31,108,373,Couple,71619.14672177006,175922.99243218824,2022
2022-01-18,235,319,Single,105869.32946392104,203800.947660828,2022
2022-01-24,505,188,Sound,188306.90504511193,179899.80747963954,2022
2022-02-28,124,180,Group,67627.57197490726,222327.24020151235,2022
2022-01-15,121,230,Group,83932.69254102017,192643.42929724697,2022
2022-03-20,105,165,Group,51012.79575257494,206511.76309394464,2022
2022-02-10,128,183,Sound,42287.94111019827,209086.04078466815,2022
2022-02-10,122,499,Single,71788.46319443878,190428.44011191372,2022
2022-02-22,240,528,Sound,100414.7483112258,174160.16495302692,2022
2022-02-15,,125,Couple,96518.36415639696,159241.5579986861,2022
2022-01-25,114,508,Single,45891.618364769034,202502.30604374036,2022
2022-02-16,121,389,Couple,78251.66230506262,178393.25191530306,2022
2022-02-14,108,397,Group,67162.47611486695,173311.898837219,2022
2022-01-17,102,143,Group,44791.65051194823,167182.3298092112,2022
2022-03-10,110,215,Couple,71145.49026284013,197597.85269530304,2022
2022-03-10,130,314,Group,57578.50222553991,215981.5266153114,2022
2022-03-02,110,28,Couple,80837.37057560765,208366.7545861816,2022
2022-01-21,254,364,Sound,86724.95171941433,209664.27207377928,2022
2022-02-05,109,140,Group,33119.28120469136,178673.64622816816,2022
2022-01-17,229,517,Sound,107430.465392837,203958.4103177134,2022
2022-01-31,115,465,Single,77722.07861808383,169769.8565283632,2022
2022-03-24,130,120,Group,55818.88128984076,209793.87295629643,2022
2022-01-31,116,244,Group,66088.82007127033,169775.5037412094,2022
2022-01-31,235,284,Sound,108532.36504450938,209541.79007009417,2022
2022-03-10,240,108,Sound,91550.34224116948,161103.48340229876,2022
2022-02-14,221,326,Group,99745.65869630608,213876.9207413597,2022
2022-02-12,102,31,Group,42971.426917796474,168375.00199980196,2022
2022-01-16,202,514,Single,91955.38198212846,214717.5483374773,2022
2022-01-15,102,523,Couple,34107.030902316095,166937.8963178564,2022
2022-02-04,207,468,Couple,113687.52056591822,195663.69733340852,2022
2022-02-21,103,321,Couple,37149.03576988516,180495.7474205056,2022
2022-02-27,118,167,Couple,53771.51377723852,175644.2681076089,2022
2022-02-21,207,502,Group,110315.73379393396,199059.06810153555,2022
2022-03-12,217,187,Single,113153.04374213476,206968.0096978424,2022
2022-02-08,118,537,Sound,46829.26679857192,180027.54491876252,2022
2022-02-09,122,81,Single,67109.34532841905,193326.45626550168,2022
2022-02-20,505,188,Sound,188784.8533500274,179235.79608289897,2022
2022-03-15,114,189,Group,49597.09143358363,197619.60451052335,2022
2022-02-16,116,51,Couple,60651.82438739427,175669.73626003787,2022
2022-02-21,535,355,Sound,200226.9767429034,175392.5915431967,2022
2022-02-12,505,163,Group,195121.16358021033,185014.96205560584,2022
2022-01-31,122,203,Sound,78221.05390809836,193668.73775014377,2022
2022-02-13,106,434,Couple,72496.24377541285,213828.23648329824,2022
2022-02-03,102,378,Single,47489.09046660968,173604.51315620448,2022
2022-03-01,110,65,Single,79336.80762836254,206919.6159820957,2022
2022-02-11,122,34,Group,66948.54240517318,192609.37968989555,2022
2022-03-20,122,462,Group,63699.87015522312,186399.73344477452,2022
2022-01-15,109,379,Sound,41215.38392100223,178033.533211153,2022
2022-02-24,216,96,Couple,119938.2533518116,201942.06593661103,2022
2022-02-24,114,233,Group,42617.681316948394,202518.7442282988,2022
2022-03-16,102,143,Sound,42265.85761487771,161923.42355272546,2022
2022-01-24,239,8,Single,90567.06631497268,173100.7954906877,2022
2022-03-04,130,276,Group,67473.26005350634,212143.31889858283,2022
2022-03-12,110,40,Group,72571.06561137212,194884.20727814548,2022
2022-02-28,113,232,Group,57621.252291280514,179680.41299165692,2022
2022-02-05,118,393,Couple,43149.171017841945,175415.74360523,2022
2022-03-29,122,42,Single,74545.33465507165,189058.54886824917,2022
2022-03-27,122,322,Couple,60915.97920670625,190242.46041183543,2022
2022-01-18,113,257,Group,53982.2052673342,181676.9659290472,2022
2022-01-25,122,134,Single,69387.20760466512,186097.4175595399,2022
2022-01-19,118,537,Couple,46135.93745860152,177983.07730426453,2022
2022-03-03,533,460,Single,163548.6652137295,166603.132200554,2022
2022-03-31,110,66,Sound,78014.64513888398,196687.62379364576,2022
2022-02-18,121,367,Sound,82170.40015548073,183933.9540142566,2022
2022-03-08,116,288,Single,64207.255922550714,178505.6468827296,2022
2022-02-24,122,42,Sound,73300.80074297244,188517.86593465784,2022
2022-03-16,115,71,Single,83667.2492123105,170900.86345425807,2022
2022-02-04,128,183,Sound,40538.17514711723,207802.51170632988,2022
2022-03-13,216,352,Group,121946.82739355513,201986.7219769852,2022
2022-03-26,128,206,Couple,45088.11634664658,210448.01086249296,2022
2022-02-21,108,336,Couple,71371.39115227365,174975.5658712741,2022
2022-02-10,526,503,Sound,142060.6528800272,162304.9988670582,2022
2022-02-27,118,470,Group,48761.81691272394,176081.1077993149,2022
2022-03-02,106,30,Group,76482.21137274688,216258.80452689156,2022
2022-03-11,326,155,Couple,175046.33734207784,238884.3901610617,2022
2022-01-17,121,162,Sound,71893.96436398868,181095.55542504697,2022
2022-01-15,110,510,Single,70785.2948824591,199755.91346908547,2022
2022-02-15,121,459,Couple,79118.76918297885,185341.35757087264,2022
2022-01-31,102,212,Sound,35958.05724909804,165158.63247667998,2022
2022-03-08,103,286,Sound,32983.77281254096,182703.6598601984,2022
2022-02-18,229,62,Single,98937.02663236544,205454.9229150824,2022
2022-02-01,105,374,Group,56952.15272459507,201872.77028080545,2022
2022-03-01,110,216,Group,76764.834136648,200998.99700185936,2022
2022-03-28,526,27,Couple,134490.59193887652,160115.90127447154,2022
2022-03-27,245,363,Sound,88415.86166728265,185810.81505695172,2022
2022-03-14,213,285,Group,113889.95732308546,163636.67774038948,2022
2022-02-07,248,265,Sound,115558.2933824504,171846.83373660594,2022
2022-01-23,121,545,Sound,72708.76623716802,184497.8043889543,2022
2022-03-07,122,342,Couple,75419.88151005768,193412.972260572,2022
2022-01-16,108,373,Couple,73652.08243343877,177874.4084406672,2022
2022-01-24,102,213,Sound,43202.63849892313,170771.2372328192,2022
2022-03-22,505,188,Couple,188296.28498951512,179943.8881245181,2022
2022-01-27,118,77,Group,46190.33160223591,183392.6644492494,2022
2022-02-16,116,324,Couple,60048.58632510741,170949.04407172743,2022
2022-02-16,130,317,Sound,55770.30158127881,209762.58132886607,2022
2022-01-15,103,486,Couple,35509.786515203945,184144.933107025,2022
2022-02-24,109,256,Single,35235.61514765816,171373.8714224929,2022
2022-03-18,118,537,Group,47143.19740243176,182960.88563577924,2022
2022-01-21,540,145,Group,155745.38168500306,178348.18981174286,2022
2022-02-02,240,311,Group,99087.836096047,166629.7413315419,2022
2022-01-26,109,297,Couple,36228.69511726625,168239.46989555098,2022
2022-03-28,213,310,Couple,112077.199962031,164803.44948018529,2022
2022-02-05,130,1,Group,54921.80103198512,214844.8788893176,2022
2022-03-27,245,363,Group,86819.56582284885,185947.13169088497,2022
2022-03-24,235,541,Group,106557.40042278096,209633.0436995076,2022
2022-03-10,116,409,Couple,63162.779823058794,174333.268219674,2022
2022-03-07,240,540,Couple,96943.94613571024,164301.98121613916,2022
2022-03-20,235,219,Sound,102512.61155172234,207651.4521995075,2022
2022-01-28,240,398,Couple,103154.10804384688,168101.13978362922,2022
2022-02-17,109,256,Couple,30183.34740748757,171900.25184202194,2022
2022-02-11,122,192,Sound,72372.1907138331,188454.23542916216,2022
2022-03-19,110,520,Couple,71308.21283065336,208764.52912946045,2022
2022-03-09,122,192,Group,77739.81313632516,193376.7333809249,2022
2022-03-01,130,277,Group,56321.60940327725,215611.64397159684,2022
2022-03-14,239,542,Single,90379.75141816949,171670.60758766904,2022
2022-03-14,116,250,Group,55543.64310660356,172879.51551001146,2022
2022-02-10,232,150,Couple,100721.21040076629,186195.8553443486,2022
2022-03-17,108,23,Sound,73832.18279062456,176019.04779571574,2022
2022-02-10,240,473,Sound,100635.7277398148,169556.6043775417,2022
2022-03-16,118,228,Group,42027.83971102585,174825.4116623383,2022
2022-02-16,229,543,Group,99139.04970651958,198845.03103851152,2022
2022-02-17,114,268,Couple,48560.98054223803,201771.817259877,2022
2022-02-15,245,85,Group,88940.12551398546,186418.0933935177,2022
2022-01-21,121,483,Group,80606.8732831463,179363.80558317155,2022
2022-03-06,240,440,Single,104546.6921536097,173391.44270944316,2022
2022-01-24,239,75,Single,91993.02026132688,177452.34291450586,2022
2022-01-17,121,195,Group,77447.95794460754,190265.5035029557,2022
2022-01-21,102,300,Single,44559.691731800776,169895.29891125485,2022
2022-03-28,117,430,Single,47316.90689980122,194848.21173223387,2022
2022-02-10,232,150,Single,99115.68525417637,185964.79413087852,2022
2022-03-15,118,228,Sound,53394.30812682239,177334.90869236086,2022
2022-03-14,105,171,Sound,59926.87700590039,202693.72178897448,2022
2022-03-08,308,196,Single,179590.35134305357,237225.6556802662,2022
2022-02-04,122,25,Single,76407.85239077338,190913.20701729972,2022
2022-03-12,308,403,Single,178018.24676065013,239837.4610836422,2022
2022-03-21,128,183,Group,42888.460774266714,208927.43470210116,2022
2022-02-02,224,273,Sound,89175.81060417573,212065.20304932352,2022
2022-02-08,105,518,Couple,63993.18228126051,198500.15908671636,2022
2022-02-23,115,13,Group,83675.87702910406,169254.32813619915,2022
2022-03-03,110,65,Group,79536.5167032832,207673.0132694095,2022
2022-01-21,108,373,Group,72215.23789100489,175705.48124307767,2022
2022-01-31,128,253,Sound,41986.14881801538,204537.74604171145,2022
2022-02-04,207,468,Group,112538.30699811265,195436.3198552169,2022
2022-02-23,312,481,Sound,160268.91391998972,239654.72195444163,2022
2022-02-21,337,428,Group,150535.0734590575,190501.3093859227,2022
2022-02-07,107,2,Sound,72636.58475573824,165679.958842827,2022
2022-02-22,128,206,Group,46354.30319165252,209502.98001214585,2022
2022-02-04,107,275,Single,65183.532792909784,165647.54130682908,2022
2022-01-28,240,223,Single,102122.30663611216,171314.6521294359,2022
2022-03-31,,277,Single,57692.60527423334,215558.6569202412,2022
2022-03-01,308,498,Single,176046.0261285819,240911.2143864315,2022
2022-03-06,121,282,Group,76512.56541059089,182114.41997188516,2022
2022-02-23,240,208,Sound,108026.82029637076,175378.22563843895,2022
2022-02-01,108,484,Couple,74054.9426321836,174076.76391354203,2022
2022-03-20,110,202,Couple,67365.20974453868,198809.09718464225,2022
2022-02-01,113,18,Sound,59248.87248134776,179524.50868955813,2022
2022-01-17,128,240,Sound,48456.56412990639,210737.39781813323,2022
2022-03-09,125,226,Group,80426.8419482598,158860.40444941167,2022
2022-03-03,240,519,Group,103403.64053284956,167842.04501089826,2022
2022-03-03,128,130,Sound,43826.05851216431,209862.0801101569,2022
2022-02-12,326,197,Couple,171953.00580555052,232287.83817319383,2022
2022-02-14,308,403,Group,177861.1142115061,238504.7569733532,2022
2022-01-17,118,340,Single,52386.43422241211,174429.7010254031,2022
2022-03-13,240,61,Sound,102961.44032779988,169043.33003644552,2022
2022-03-29,109,127,Group,33863.586398422674,171510.36330029368,2022
2022-03-14,106,434,Sound,72664.34453444486,213340.486522506,2022
2022-01-16,221,273,Couple,97910.47723802064,213927.8991141226,2022
2022-02-18,128,338,Group,39438.97358997924,205987.29653629195,2022
2022-02-11,109,19,Sound,26933.913745968443,177678.59517547395,2022
2022-01-24,209,405,Single,106902.38073698692,211078.6091780495,2022
2022-02-18,109,358,Group,36325.103823754005,171283.74433307908,2022
2022-02-23,533,36,Couple,166361.38162406455,169014.55291481502,2022
2022-03-03,202,514,Sound,90879.37642107536,213798.41597677115,2022
2022-02-26,105,330,Single,62929.5285049401,193152.54410242848,2022
2022-01-25,125,354,Couple,78736.50228877841,162640.99767788313,2022
2022-02-14,113,232,Sound,59760.3934876094,181569.47259232868,2022
2022-03-26,118,531,Couple,35894.42797915585,178087.84286306612,2022
2022-02-24,254,41,Couple,86856.94235472634,208613.36703537963,2022
2022-02-27,108,336,Couple,72092.36303153582,174239.52280098293,2022
2022-02-26,122,192,Single,77765.47761472267,193035.20911147073,2022
2022-03-04,128,444,Group,39320.58471593601,205837.91969016008,2022
2022-03-05,101,52,Couple,24803.36190761873,197164.15796138812,2022
2022-03-11,114,172,Group,44862.630310222754,197196.97576164268,2022
2022-01-25,109,19,Sound,27922.249299205432,178746.6558533674,2022
2022-03-08,213,67,Group,119392.40387229808,170830.3578701485,2022
2022-01-23,209,450,Sound,105430.42070749396,217638.5218814239,2022
2022-03-13,505,124,Sound,195492.13981194329,182256.95289991237,2022
2022-02-25,103,10,Single,31478.42491409504,180602.17174383253,2022
2022-03-12,222,512,Couple,131059.40036846737,179599.51878155023,2022
2022-03-03,102,384,Sound,43091.81989434123,166597.54210710898,2022
2022-02-17,122,390,Group,81087.70669653555,189542.87261381932,2022
2022-03-21,128,489,Group,48205.28868984182,210442.5934963515,2022
2022-03-20,102,291,Single,35135.15439880776,165719.4274626216,2022
2022-02-26,116,435,Couple,62671.88993416677,170836.60824998748,2022
2022-02-22,116,475,Couple,63800.101817853574,176743.33069135342,2022
2022-03-31,240,249,Single,107583.9434709787,170521.20059469528,2022
2022-01-27,118,235,Group,49665.26323390797,175438.899445395,2022
2022-02-14,505,416,Sound,190919.77927138912,176731.52502869535,2022
2022-02-06,110,179,Couple,81740.5816039039,205506.88057101797,2022
2022-01-15,107,87,Group,72532.26201094683,162511.8727343809,2022
2022-02-28,526,538,Sound,141381.81583326744,160768.27118782047,2022
2022-03-11,128,206,Couple,44748.40277036013,209556.75803486817,2022
2022-03-02,213,194,Single,116352.95036552523,163437.4545234181,2022
2022-02-27,229,264,Sound,100882.20748252646,200540.7131548766,2022
2022-01-25,240,415,Sound,99619.74069816351,170386.61842989363,2022
2022-02-17,235,532,Couple,107953.4323468727,206642.5845055459,2022
2022-03-21,128,183,Group,46175.6468084167,205900.0420377301,2022
2022-03-01,102,126,Single,42782.02128974428,162928.95119573735,2022
2022-03-25,105,115,Group,55170.71481461635,198128.35807477217,2022
2022-03-23,213,58,Single,111808.45449508067,165461.35686883423,2022
2022-01-15,110,280,Sound,84566.0312690739,205858.5810480416,2022
2022-01-28,122,231,Single,71234.80993806157,191058.4885519147,2022
2022-01-27,,449,Sound,134277.15631723375,189485.58707897735,2022
2022-03-06,121,282,Group,75101.48988797211,181734.35050786845,2022
2022-03-02,,123,Group,198090.51351221863,182458.7625528304,2022
2022-01-24,105,76,Single,58135.417816514775,195334.9272749964,2022
2022-03-17,326,395,Sound,172593.52281466182,233507.94827584736,2022
2022-03-06,213,67,Sound,118597.19399138197,170776.28672991693,2022
2022-02-17,,99,Couple,24052.444057932807,190031.16960816176,2022
2022-02-08,109,346,Single,26625.61784147186,173492.4521824671,2022
2022-02-17,,99,Group,23897.66577111013,190732.0067319665,2022
2022-03-12,110,289,Single,74182.22215715384,203902.9639458256,2022
2022-01-16,239,421,Couple,95657.915333112,179611.70254561398,2022
2022-03-19,531,534,Sound,131773.39520324644,162561.9109320063,2022
2022-03-11,116,324,Couple,59940.26231893092,169775.3814010499,2022
2022-03-28,113,222,Group,58342.14598230133,188376.64717504568,2022
2022-03-13,216,103,Sound,120050.42494877044,201421.01228963677,2022
2022-03-11,122,42,Sound,75179.18210543224,189250.702453929,2022
2022-02-19,312,245,Sound,157343.69154542696,236101.13155068175,2022
2022-01-17,221,516,Single,103743.90600540364,216002.79644326027,2022
2022-01-28,102,143,Group,42046.057089228954,161466.59254787304,2022
